time,T,P0,P,U,Td
2022/9/1 0:00,0.71969697,0.224215247,0.220264317,0.868421053,0.94198895
2022/9/1 1:00,0.71969697,0.224215247,0.220264317,0.868421053,0.94198895
2022/9/1 2:00,0.71969697,0.224215247,0.220264317,0.868421053,0.94198895
2022/9/1 3:00,0.71969697,0.224215247,0.220264317,0.868421053,0.94198895
2022/9/1 4:00,0.71969697,0.224215247,0.220264317,0.868421053,0.94198895
2022/9/1 5:00,0.715909091,0.219730942,0.215859031,0.894736842,0.950276243
2022/9/1 6:00,0.715909091,0.219730942,0.215859031,0.894736842,0.950276243
2022/9/1 7:00,0.715909091,0.219730942,0.215859031,0.894736842,0.950276243
2022/9/1 8:00,0.768939394,0.260089686,0.255506608,0.776315789,0.939226519
2022/9/1 9:00,0.768939394,0.260089686,0.255506608,0.776315789,0.939226519
2022/9/1 10:00,0.768939394,0.260089686,0.255506608,0.776315789,0.939226519
2022/9/1 11:00,0.852272727,0.269058296,0.259911894,0.671052632,0.947513812
2022/9/1 12:00,0.852272727,0.269058296,0.259911894,0.671052632,0.947513812
2022/9/1 13:00,0.852272727,0.269058296,0.259911894,0.671052632,0.947513812
2022/9/1 14:00,0.871212121,0.215246637,0.211453744,0.671052632,0.961325967
2022/9/1 15:00,0.871212121,0.215246637,0.211453744,0.671052632,0.961325967
2022/9/1 16:00,0.871212121,0.215246637,0.211453744,0.671052632,0.961325967
2022/9/1 17:00,0.791666667,0.192825112,0.189427313,0.776315789,0.958563536
2022/9/1 18:00,0.791666667,0.192825112,0.189427313,0.776315789,0.958563536
2022/9/1 19:00,0.791666667,0.192825112,0.189427313,0.776315789,0.958563536
2022/9/1 20:00,0.784090909,0.228699552,0.224669604,0.776315789,0.947513812
2022/9/1 21:00,0.784090909,0.228699552,0.224669604,0.776315789,0.947513812
2022/9/1 22:00,0.784090909,0.228699552,0.224669604,0.776315789,0.947513812
2022/9/1 23:00,0.757575758,0.251121076,0.246696035,0.736842105,0.91160221
2022/9/2 0:00,0.757575758,0.251121076,0.246696035,0.736842105,0.91160221
2022/9/2 1:00,0.757575758,0.251121076,0.246696035,0.736842105,0.91160221
2022/9/2 2:00,0.723484848,0.197309417,0.193832599,0.736842105,0.889502762
2022/9/2 3:00,0.723484848,0.197309417,0.193832599,0.736842105,0.889502762
2022/9/2 4:00,0.723484848,0.197309417,0.193832599,0.736842105,0.889502762
2022/9/2 5:00,0.689393939,0.201793722,0.198237885,0.671052632,0.834254144
2022/9/2 6:00,0.689393939,0.201793722,0.198237885,0.671052632,0.834254144
2022/9/2 7:00,0.689393939,0.201793722,0.198237885,0.671052632,0.834254144
2022/9/2 8:00,0.689393939,0.228699552,0.220264317,0.657894737,0.828729282
2022/9/2 9:00,0.689393939,0.228699552,0.220264317,0.657894737,0.828729282
2022/9/2 10:00,0.689393939,0.228699552,0.220264317,0.657894737,0.828729282
2022/9/2 11:00,0.78030303,0.210762332,0.207048458,0.5,0.806629834
2022/9/2 12:00,0.78030303,0.210762332,0.207048458,0.5,0.806629834
2022/9/2 13:00,0.78030303,0.210762332,0.207048458,0.5,0.806629834
2022/9/2 14:00,0.848484848,0.125560538,0.123348018,0.460526316,0.831491713
2022/9/2 15:00,0.848484848,0.125560538,0.123348018,0.460526316,0.831491713
2022/9/2 16:00,0.848484848,0.125560538,0.123348018,0.460526316,0.831491713
2022/9/2 17:00,0.833333333,0.107623318,0.101321586,0.513157895,0.850828729
2022/9/2 18:00,0.833333333,0.107623318,0.101321586,0.513157895,0.850828729
2022/9/2 19:00,0.833333333,0.107623318,0.101321586,0.513157895,0.850828729
2022/9/2 20:00,0.795454545,0.143497758,0.140969163,0.5,0.817679558
2022/9/2 21:00,0.795454545,0.143497758,0.140969163,0.5,0.817679558
2022/9/2 22:00,0.795454545,0.143497758,0.140969163,0.5,0.817679558
2022/9/2 23:00,0.757575758,0.161434978,0.158590308,0.526315789,0.806629834
2022/9/3 0:00,0.757575758,0.161434978,0.158590308,0.526315789,0.806629834
2022/9/3 1:00,0.757575758,0.161434978,0.158590308,0.526315789,0.806629834
2022/9/3 2:00,0.708333333,0.103139013,0.101321586,0.592105263,0.809392265
2022/9/3 3:00,0.708333333,0.103139013,0.101321586,0.592105263,0.809392265
2022/9/3 4:00,0.708333333,0.103139013,0.101321586,0.592105263,0.809392265
2022/9/3 5:00,0.670454545,0.080717489,0.079295154,0.618421053,0.79558011
2022/9/3 6:00,0.670454545,0.080717489,0.079295154,0.618421053,0.79558011
2022/9/3 7:00,0.670454545,0.080717489,0.079295154,0.618421053,0.79558011
2022/9/3 8:00,0.685606061,0.134529148,0.127753304,0.565789474,0.779005525
2022/9/3 9:00,0.685606061,0.134529148,0.127753304,0.565789474,0.779005525
2022/9/3 10:00,0.685606061,0.134529148,0.127753304,0.565789474,0.779005525
2022/9/3 11:00,0.787878788,0.098654709,0.0969163,0.421052632,0.76519337
2022/9/3 12:00,0.787878788,0.098654709,0.0969163,0.421052632,0.76519337
2022/9/3 13:00,0.787878788,0.098654709,0.0969163,0.421052632,0.76519337
2022/9/3 14:00,0.863636364,0.022421525,0.017621145,0.407894737,0.806629834
2022/9/3 15:00,0.863636364,0.022421525,0.017621145,0.407894737,0.806629834
2022/9/3 16:00,0.863636364,0.022421525,0.017621145,0.407894737,0.806629834
2022/9/3 17:00,0.871212121,0,0,0.381578947,0.79558011
2022/9/3 18:00,0.871212121,0,0,0.381578947,0.79558011
2022/9/3 19:00,0.871212121,0,0,0.381578947,0.79558011
2022/9/3 20:00,0.810606061,0.053811659,0.052863436,0.434210526,0.790055249
2022/9/3 21:00,0.810606061,0.053811659,0.052863436,0.434210526,0.790055249
2022/9/3 22:00,0.810606061,0.053811659,0.052863436,0.434210526,0.790055249
2022/9/3 23:00,0.795454545,0.089686099,0.088105727,0.447368421,0.787292818
2022/9/4 0:00,0.795454545,0.089686099,0.088105727,0.447368421,0.787292818
2022/9/4 1:00,0.795454545,0.089686099,0.088105727,0.447368421,0.787292818
2022/9/4 2:00,0.757575758,0.067264574,0.061674009,0.473684211,0.776243094
2022/9/4 3:00,0.757575758,0.067264574,0.061674009,0.473684211,0.776243094
2022/9/4 4:00,0.757575758,0.067264574,0.061674009,0.473684211,0.776243094
2022/9/4 5:00,0.696969697,0.067264574,0.066079295,0.552631579,0.779005525
2022/9/4 6:00,0.696969697,0.067264574,0.066079295,0.552631579,0.779005525
2022/9/4 7:00,0.696969697,0.067264574,0.066079295,0.552631579,0.779005525
2022/9/4 8:00,0.71969697,0.121076233,0.114537445,0.513157895,0.773480663
2022/9/4 9:00,0.71969697,0.121076233,0.114537445,0.513157895,0.773480663
2022/9/4 10:00,0.71969697,0.121076233,0.114537445,0.513157895,0.773480663
2022/9/4 11:00,0.814393939,0.107623318,0.105726872,0.434210526,0.790055249
2022/9/4 12:00,0.814393939,0.107623318,0.105726872,0.434210526,0.790055249
2022/9/4 13:00,0.814393939,0.107623318,0.105726872,0.434210526,0.790055249
2022/9/4 14:00,0.897727273,0.040358744,0.035242291,0.355263158,0.79558011
2022/9/4 15:00,0.897727273,0.040358744,0.035242291,0.355263158,0.79558011
2022/9/4 16:00,0.897727273,0.040358744,0.035242291,0.355263158,0.79558011
2022/9/4 17:00,0.912878788,0.01793722,0.013215859,0.368421053,0.814917127
2022/9/4 18:00,0.912878788,0.01793722,0.013215859,0.368421053,0.814917127
2022/9/4 19:00,0.912878788,0.01793722,0.013215859,0.368421053,0.814917127
2022/9/4 20:00,0.837121212,0.080717489,0.074889868,0.421052632,0.798342541
2022/9/4 21:00,0.837121212,0.080717489,0.074889868,0.421052632,0.798342541
2022/9/4 22:00,0.837121212,0.080717489,0.074889868,0.421052632,0.798342541
2022/9/4 23:00,0.806818182,0.116591928,0.114537445,0.473684211,0.809392265
2022/9/5 0:00,0.806818182,0.116591928,0.114537445,0.473684211,0.809392265
2022/9/5 1:00,0.806818182,0.116591928,0.114537445,0.473684211,0.809392265
2022/9/5 2:00,0.761363636,0.089686099,0.083700441,0.486842105,0.787292818
2022/9/5 3:00,0.761363636,0.089686099,0.083700441,0.486842105,0.787292818
2022/9/5 4:00,0.761363636,0.089686099,0.083700441,0.486842105,0.787292818
2022/9/5 5:00,0.727272727,0.094170404,0.088105727,0.526315789,0.787292818
2022/9/5 6:00,0.727272727,0.094170404,0.088105727,0.526315789,0.787292818
2022/9/5 7:00,0.727272727,0.094170404,0.088105727,0.526315789,0.787292818
2022/9/5 8:00,0.761363636,0.134529148,0.13215859,0.539473684,0.817679558
2022/9/5 9:00,0.761363636,0.134529148,0.13215859,0.539473684,0.817679558
2022/9/5 10:00,0.761363636,0.134529148,0.13215859,0.539473684,0.817679558
2022/9/5 11:00,0.871212121,0.147982063,0.140969163,0.342105263,0.767955801
2022/9/5 12:00,0.871212121,0.147982063,0.140969163,0.342105263,0.767955801
2022/9/5 13:00,0.871212121,0.147982063,0.140969163,0.342105263,0.767955801
2022/9/5 14:00,0.935606061,0.094170404,0.088105727,0.381578947,0.837016575
2022/9/5 15:00,0.935606061,0.094170404,0.088105727,0.381578947,0.837016575
2022/9/5 16:00,0.935606061,0.094170404,0.088105727,0.381578947,0.837016575
2022/9/5 17:00,0.890151515,0.080717489,0.074889868,0.394736842,0.817679558
2022/9/5 18:00,0.890151515,0.080717489,0.074889868,0.394736842,0.817679558
2022/9/5 19:00,0.890151515,0.080717489,0.074889868,0.394736842,0.817679558
2022/9/5 20:00,0.821969697,0.139013453,0.136563877,0.407894737,0.779005525
2022/9/5 21:00,0.821969697,0.139013453,0.136563877,0.407894737,0.779005525
2022/9/5 22:00,0.821969697,0.139013453,0.136563877,0.407894737,0.779005525
2022/9/5 23:00,0.810606061,0.170403587,0.162995595,0.473684211,0.812154696
2022/9/6 0:00,0.810606061,0.170403587,0.162995595,0.473684211,0.812154696
2022/9/6 1:00,0.810606061,0.170403587,0.162995595,0.473684211,0.812154696
2022/9/6 2:00,0.753787879,0.147982063,0.140969163,0.526315789,0.803867403
2022/9/6 3:00,0.753787879,0.147982063,0.140969163,0.526315789,0.803867403
2022/9/6 4:00,0.753787879,0.147982063,0.140969163,0.526315789,0.803867403
2022/9/6 5:00,0.738636364,0.165919283,0.162995595,0.513157895,0.787292818
2022/9/6 6:00,0.738636364,0.165919283,0.162995595,0.513157895,0.787292818
2022/9/6 7:00,0.738636364,0.165919283,0.162995595,0.513157895,0.787292818
2022/9/6 8:00,0.765151515,0.228699552,0.224669604,0.513157895,0.803867403
2022/9/6 9:00,0.765151515,0.228699552,0.224669604,0.513157895,0.803867403
2022/9/6 10:00,0.765151515,0.228699552,0.224669604,0.513157895,0.803867403
2022/9/6 11:00,0.916666667,0.246636771,0.237885463,0.355263158,0.806629834
2022/9/6 12:00,0.916666667,0.246636771,0.237885463,0.355263158,0.806629834
2022/9/6 13:00,0.916666667,0.246636771,0.237885463,0.355263158,0.806629834
2022/9/6 14:00,0.954545455,0.215246637,0.207048458,0.302631579,0.79281768
2022/9/6 15:00,0.954545455,0.215246637,0.207048458,0.302631579,0.79281768
2022/9/6 16:00,0.954545455,0.215246637,0.207048458,0.302631579,0.79281768
2022/9/6 17:00,0.886363636,0.228699552,0.224669604,0.394736842,0.814917127
2022/9/6 18:00,0.886363636,0.228699552,0.224669604,0.394736842,0.814917127
2022/9/6 19:00,0.886363636,0.228699552,0.224669604,0.394736842,0.814917127
2022/9/6 20:00,0.803030303,0.30941704,0.299559471,0.605263158,0.88121547
2022/9/6 21:00,0.803030303,0.30941704,0.299559471,0.605263158,0.88121547
2022/9/6 22:00,0.803030303,0.30941704,0.299559471,0.605263158,0.88121547
2022/9/6 23:00,0.78030303,0.3632287,0.356828194,0.697368421,0.908839779
2022/9/7 0:00,0.78030303,0.3632287,0.356828194,0.697368421,0.908839779
2022/9/7 1:00,0.78030303,0.3632287,0.356828194,0.697368421,0.908839779
2022/9/7 2:00,0.765151515,0.349775785,0.343612335,0.736842105,0.917127072
2022/9/7 3:00,0.765151515,0.349775785,0.343612335,0.736842105,0.917127072
2022/9/7 4:00,0.765151515,0.349775785,0.343612335,0.736842105,0.917127072
2022/9/7 5:00,0.674242424,0.349775785,0.339207048,0.947368421,0.939226519
2022/9/7 6:00,0.674242424,0.349775785,0.339207048,0.947368421,0.939226519
2022/9/7 7:00,0.674242424,0.349775785,0.339207048,0.947368421,0.939226519
2022/9/7 8:00,0.704545455,0.412556054,0.405286344,0.868421053,0.930939227
2022/9/7 9:00,0.704545455,0.412556054,0.405286344,0.868421053,0.930939227
2022/9/7 10:00,0.704545455,0.412556054,0.405286344,0.868421053,0.930939227
2022/9/7 11:00,0.731060606,0.457399103,0.449339207,0.789473684,0.917127072
2022/9/7 12:00,0.731060606,0.457399103,0.449339207,0.789473684,0.917127072
2022/9/7 13:00,0.731060606,0.457399103,0.449339207,0.789473684,0.917127072
2022/9/7 14:00,0.818181818,0.412556054,0.405286344,0.657894737,0.917127072
2022/9/7 15:00,0.818181818,0.412556054,0.405286344,0.657894737,0.917127072
2022/9/7 16:00,0.818181818,0.412556054,0.405286344,0.657894737,0.917127072
2022/9/7 17:00,0.784090909,0.372197309,0.365638767,0.684210526,0.906077348
2022/9/7 18:00,0.784090909,0.372197309,0.365638767,0.684210526,0.906077348
2022/9/7 19:00,0.784090909,0.372197309,0.365638767,0.684210526,0.906077348
2022/9/7 20:00,0.742424242,0.434977578,0.431718062,0.736842105,0.900552486
2022/9/7 21:00,0.742424242,0.434977578,0.431718062,0.736842105,0.900552486
2022/9/7 22:00,0.742424242,0.434977578,0.431718062,0.736842105,0.900552486
2022/9/7 23:00,0.734848485,0.493273543,0.484581498,0.763157895,0.908839779
2022/9/8 0:00,0.734848485,0.493273543,0.484581498,0.763157895,0.908839779
2022/9/8 1:00,0.734848485,0.493273543,0.484581498,0.763157895,0.908839779
2022/9/8 2:00,0.727272727,0.457399103,0.444933921,0.789473684,0.914364641
2022/9/8 3:00,0.727272727,0.457399103,0.444933921,0.789473684,0.914364641
2022/9/8 4:00,0.727272727,0.457399103,0.444933921,0.789473684,0.914364641
2022/9/8 5:00,0.708333333,0.421524664,0.418502203,0.789473684,0.900552486
2022/9/8 6:00,0.708333333,0.421524664,0.418502203,0.789473684,0.900552486
2022/9/8 7:00,0.708333333,0.421524664,0.418502203,0.789473684,0.900552486
2022/9/8 8:00,0.75,0.457399103,0.453744493,0.75,0.91160221
2022/9/8 9:00,0.75,0.457399103,0.453744493,0.75,0.91160221
2022/9/8 10:00,0.75,0.457399103,0.453744493,0.75,0.91160221
2022/9/8 11:00,0.84469697,0.470852018,0.45814978,0.565789474,0.889502762
2022/9/8 12:00,0.84469697,0.470852018,0.45814978,0.565789474,0.889502762
2022/9/8 13:00,0.84469697,0.470852018,0.45814978,0.565789474,0.889502762
2022/9/8 14:00,0.768939394,0.394618834,0.392070485,0.828947368,0.961325967
2022/9/8 15:00,0.768939394,0.394618834,0.392070485,0.828947368,0.961325967
2022/9/8 16:00,0.768939394,0.394618834,0.392070485,0.828947368,0.961325967
2022/9/8 17:00,0.78030303,0.385650224,0.378854626,0.552631579,0.837016575
2022/9/8 18:00,0.78030303,0.385650224,0.378854626,0.552631579,0.837016575
2022/9/8 19:00,0.78030303,0.385650224,0.378854626,0.552631579,0.837016575
2022/9/8 20:00,0.765151515,0.452914798,0.444933921,0.381578947,0.723756906
2022/9/8 21:00,0.765151515,0.452914798,0.444933921,0.381578947,0.723756906
2022/9/8 22:00,0.765151515,0.452914798,0.444933921,0.381578947,0.723756906
2022/9/8 23:00,0.727272727,0.479820628,0.471365639,0.460526316,0.748618785
2022/9/9 0:00,0.727272727,0.479820628,0.471365639,0.460526316,0.748618785
2022/9/9 1:00,0.727272727,0.479820628,0.471365639,0.460526316,0.748618785
2022/9/9 2:00,0.727272727,0.430493274,0.422907489,0.276315789,0.624309392
2022/9/9 3:00,0.727272727,0.430493274,0.422907489,0.276315789,0.624309392
2022/9/9 4:00,0.727272727,0.430493274,0.422907489,0.276315789,0.624309392
2022/9/9 5:00,0.678030303,0.412556054,0.405286344,0.565789474,0.773480663
2022/9/9 6:00,0.678030303,0.412556054,0.405286344,0.565789474,0.773480663
2022/9/9 7:00,0.678030303,0.412556054,0.405286344,0.565789474,0.773480663
2022/9/9 8:00,0.715909091,0.434977578,0.431718062,0.618421053,0.825966851
2022/9/9 9:00,0.715909091,0.434977578,0.431718062,0.618421053,0.825966851
2022/9/9 10:00,0.715909091,0.434977578,0.431718062,0.618421053,0.825966851
2022/9/9 11:00,0.867424242,0.430493274,0.422907489,0.342105263,0.76519337
2022/9/9 12:00,0.867424242,0.430493274,0.422907489,0.342105263,0.76519337
2022/9/9 13:00,0.867424242,0.430493274,0.422907489,0.342105263,0.76519337
2022/9/9 14:00,0.886363636,0.376681614,0.365638767,0.289473684,0.737569061
2022/9/9 15:00,0.886363636,0.376681614,0.365638767,0.289473684,0.737569061
2022/9/9 16:00,0.886363636,0.376681614,0.365638767,0.289473684,0.737569061
2022/9/9 17:00,0.821969697,0.331838565,0.325991189,0.5,0.837016575
2022/9/9 18:00,0.821969697,0.331838565,0.325991189,0.5,0.837016575
2022/9/9 19:00,0.821969697,0.331838565,0.325991189,0.5,0.837016575
2022/9/9 20:00,0.746212121,0.381165919,0.378854626,0.618421053,0.848066298
2022/9/9 21:00,0.746212121,0.381165919,0.378854626,0.618421053,0.848066298
2022/9/9 22:00,0.746212121,0.381165919,0.378854626,0.618421053,0.848066298
2022/9/9 23:00,0.727272727,0.426008969,0.418502203,0.644736842,0.848066298
2022/9/10 0:00,0.727272727,0.426008969,0.418502203,0.644736842,0.848066298
2022/9/10 1:00,0.727272727,0.426008969,0.418502203,0.644736842,0.848066298
2022/9/10 2:00,0.723484848,0.367713004,0.36123348,0.657894737,0.850828729
2022/9/10 3:00,0.723484848,0.367713004,0.36123348,0.657894737,0.850828729
2022/9/10 4:00,0.723484848,0.367713004,0.36123348,0.657894737,0.850828729
2022/9/10 5:00,0.704545455,0.340807175,0.334801762,0.710526316,0.861878453
2022/9/10 6:00,0.704545455,0.340807175,0.334801762,0.710526316,0.861878453
2022/9/10 7:00,0.704545455,0.340807175,0.334801762,0.710526316,0.861878453
2022/9/10 8:00,0.738636364,0.385650224,0.378854626,0.736842105,0.897790055
2022/9/10 9:00,0.738636364,0.385650224,0.378854626,0.736842105,0.897790055
2022/9/10 10:00,0.738636364,0.385650224,0.378854626,0.736842105,0.897790055
2022/9/10 11:00,0.84469697,0.390134529,0.378854626,0.552631579,0.88121547
2022/9/10 12:00,0.84469697,0.390134529,0.378854626,0.552631579,0.88121547
2022/9/10 13:00,0.84469697,0.390134529,0.378854626,0.552631579,0.88121547
2022/9/10 14:00,0.901515152,0.31838565,0.31277533,0.526315789,0.906077348
2022/9/10 15:00,0.901515152,0.31838565,0.31277533,0.526315789,0.906077348
2022/9/10 16:00,0.901515152,0.31838565,0.31277533,0.526315789,0.906077348
2022/9/10 17:00,0.806818182,0.269058296,0.264317181,0.697368421,0.928176796
2022/9/10 18:00,0.806818182,0.269058296,0.264317181,0.697368421,0.928176796
2022/9/10 19:00,0.806818182,0.269058296,0.264317181,0.697368421,0.928176796
2022/9/10 20:00,0.731060606,0.322869955,0.31277533,0.815789474,0.928176796
2022/9/10 21:00,0.731060606,0.322869955,0.31277533,0.815789474,0.928176796
2022/9/10 22:00,0.731060606,0.322869955,0.31277533,0.815789474,0.928176796
2022/9/10 23:00,0.712121212,0.349775785,0.343612335,0.868421053,0.936464088
2022/9/11 0:00,0.712121212,0.349775785,0.343612335,0.868421053,0.936464088
2022/9/11 1:00,0.712121212,0.349775785,0.343612335,0.868421053,0.936464088
2022/9/11 2:00,0.700757576,0.322869955,0.317180617,0.868421053,0.928176796
2022/9/11 3:00,0.700757576,0.322869955,0.317180617,0.868421053,0.928176796
2022/9/11 4:00,0.700757576,0.322869955,0.317180617,0.868421053,0.928176796
2022/9/11 5:00,0.689393939,0.291479821,0.286343612,0.881578947,0.925414365
2022/9/11 6:00,0.689393939,0.291479821,0.286343612,0.881578947,0.925414365
2022/9/11 7:00,0.689393939,0.291479821,0.286343612,0.881578947,0.925414365
2022/9/11 8:00,0.731060606,0.313901345,0.308370044,0.842105263,0.939226519
2022/9/11 9:00,0.731060606,0.313901345,0.308370044,0.842105263,0.939226519
2022/9/11 10:00,0.731060606,0.313901345,0.308370044,0.842105263,0.939226519
2022/9/11 11:00,0.833333333,0.31838565,0.31277533,0.736842105,0.966850829
2022/9/11 12:00,0.833333333,0.31838565,0.31277533,0.736842105,0.966850829
2022/9/11 13:00,0.833333333,0.31838565,0.31277533,0.736842105,0.966850829
2022/9/11 14:00,0.901515152,0.228699552,0.220264317,0.618421053,0.955801105
2022/9/11 15:00,0.901515152,0.228699552,0.220264317,0.618421053,0.955801105
2022/9/11 16:00,0.901515152,0.228699552,0.220264317,0.618421053,0.955801105
2022/9/11 17:00,0.886363636,0.188340807,0.18061674,0.657894737,0.964088398
2022/9/11 18:00,0.886363636,0.188340807,0.18061674,0.657894737,0.964088398
2022/9/11 19:00,0.886363636,0.188340807,0.18061674,0.657894737,0.964088398
2022/9/11 20:00,0.787878788,0.228699552,0.220264317,0.828947368,0.975138122
2022/9/11 21:00,0.787878788,0.228699552,0.220264317,0.828947368,0.975138122
2022/9/11 22:00,0.787878788,0.228699552,0.220264317,0.828947368,0.975138122
2022/9/11 23:00,0.761363636,0.255605381,0.251101322,0.815789474,0.950276243
